1.34615	2	1	0.97267
1.35032	2	1	0.96964
1.35443	2	1	0.966361
1.35849	2	1	0.96282
1.36875	3	1	0.951565
1.37888	3	1	0.937834
1.38271	2	1	0.932257
1.3865	2	1	0.92634
1.39024	2	1	0.920078
1.39394	2	1	0.913465
1.39759	2	1	0.906497
1.4012	2	1	0.89917
1.39881	1	1	0.905174
1.39645	1	1	0.910878
1.39412	1	1	0.916294
1.39181	1	1	0.92143
1.38953	1	1	0.926298
1.38728	1	1	0.930908
1.38506	1	1	0.935269
1.38286	1	1	0.939391
1.38068	1	1	0.943285
1.37853	1	1	0.94696
1.3764	1	1	0.950426
1.3743	1	1	0.953692
1.37222	1	1	0.956767
1.37016	1	1	0.959661
1.36813	1	1	0.962382
1.36612	1	1	0.964939
1.36413	1	1	0.967339
1.36216	1	1	0.969591
1.36021	1	1	0.971703
1.35829	1	1	0.973682
1.35638	1	1	0.975535
1.3545	1	1	0.977269
1.35263	1	1	0.978891
1.35078	1	1	0.980406
1.34896	1	1	0.981822
1.34715	1	1	0.983143
1.34536	1	1	0.984376
1.34359	1	1	0.985525
1.34184	1	1	0.986596
1.3401	1	1	0.987594
1.33838	1	1	0.988522
1.33668	1	1	0.989386
1.335	1	1	0.990188
1.33333	1	1	0.990935
1.33168	1	1	0.991627
1.33005	1	1	0.992271
1.32843	1	1	0.992867
1.32683	1	1	0.993421
1.32524	1	1	0.993934
1.32367	1	1	0.994409
1.32211	1	1	0.994849
1.32057	1	1	0.995256
1.31905	1	1	0.995633
1.31753	1	1	0.995981
1.31604	1	1	0.996303
1.31455	1	1	0.9966
1.31308	1	1	0.996875
1.31163	1	1	0.997128
1.31018	1	1	0.997362
1.30875	1	1	0.997578
1.31193	2	1	0.997256
1.31507	2	1	0.996898
1.31818	2	1	0.9965
1.32127	2	1	0.996059
1.32432	2	1	0.995572
1.32735	2	1	0.995034
1.33036	2	1	0.994442
1.33333	2	1	0.993791
1.33186	1	1	0.99426
1.3304	1	1	0.994696
1.32895	1	1	0.995101
1.32751	1	1	0.995476
1.32609	1	1	0.995825
1.32467	1	1	0.996147
1.32327	1	1	0.996447
1.32189	1	1	0.996724
